Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[1]	DS_Pr[0]	MV_Pr[1]	MV_Pr[0]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
403	1	0	0	0	0	0.0120	0.9880	0.0000	1.0000	0.0237	0.0000	0.0120	0.0000	0.0120	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9880	1.0000	97.61%	100.00%	95.27%	100.00%	97.61%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.61%	-100.00%
404	0	0	0	0	0	0.0639	0.9361	0.0000	1.0000	0.1196	0.0000	0.0639	0.0000	0.0639	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0639	0.0000	87.22%	100.00%	76.07%	100.00%	87.22%	100.00%	100.00%	100.00%	100.00%	100.00%	87.22%	100.00%
405	0	0	0	0	0	0.0480	0.9520	0.0000	1.0000	0.0914	0.0000	0.0480	0.0000	0.0480	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0480	0.0000	90.40%	100.00%	81.72%	100.00%	90.40%	100.00%	100.00%	100.00%	100.00%	100.00%	90.40%	100.00%
406	0	0	0	0	0	0.0641	0.9360	0.0000	1.0000	0.1199	0.0000	0.0641	0.0000	0.0641	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0641	0.0000	87.19%	100.00%	76.02%	100.00%	87.19%	100.00%	100.00%	100.00%	100.00%	100.00%	87.19%	100.00%
407	0	0	0	0	0	0.0983	0.9017	0.0000	1.0000	0.1772	0.0000	0.0983	0.0000	0.0983	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0983	0.0000	80.35%	100.00%	64.55%	100.00%	80.35%	100.00%	100.00%	100.00%	100.00%	100.00%	80.35%	100.00%
408	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
409	0	0	0	0	0	0.1788	0.8212	0.2000	0.8000	0.2937	0.3200	0.1788	0.2000	0.1788	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1788	0.2000	64.24%	60.00%	41.27%	36.00%	64.24%	60.00%	100.00%	100.00%	100.00%	100.00%	64.24%	60.00%
41	1	0	0	0	0	0.1142	0.8858	0.0000	1.0000	0.2023	0.0000	0.1142	0.0000	0.1142	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8858	1.0000	77.16%	100.00%	59.54%	100.00%	77.16%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-77.16%	-100.00%
410	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.97%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
411	0	0	0	0	0	0.3621	0.6379	0.2000	0.8000	0.4620	0.3200	0.3621	0.2000	0.3621	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3621	0.2000	27.58%	60.00%	7.61%	36.00%	27.58%	60.00%	100.00%	100.00%	100.00%	100.00%	27.58%	60.00%
412	0	0	0	0	0	0.0578	0.9422	0.0000	1.0000	0.1089	0.0000	0.0578	0.0000	0.0578	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0578	0.0000	88.44%	100.00%	78.22%	100.00%	88.44%	100.00%	100.00%	100.00%	100.00%	100.00%	88.44%	100.00%
413	0	0	0	0	0	0.0237	0.9763	0.0000	1.0000	0.0462	0.0000	0.0237	0.0000	0.0237	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0237	0.0000	95.26%	100.00%	90.75%	100.00%	95.26%	100.00%	100.00%	100.00%	100.00%	100.00%	95.26%	100.00%
414	0	0	0	0	0	0.0907	0.9093	0.0000	1.0000	0.1649	0.0000	0.0907	0.0000	0.0907	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0907	0.0000	81.86%	100.00%	67.01%	100.00%	81.86%	100.00%	100.00%	100.00%	100.00%	100.00%	81.86%	100.00%
415	0	0	0	0	0	0.0078	0.9922	0.0000	1.0000	0.0154	0.0000	0.0078	0.0000	0.0078	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0078	0.0000	98.45%	100.00%	96.92%	100.00%	98.45%	100.00%	100.00%	100.00%	100.00%	100.00%	98.45%	100.00%
416	0	0	0	0	0	0.0008	0.9992	0.0000	1.0000	0.0015	0.0000	0.0008	0.0000	0.0008	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000	99.85%	100.00%	99.70%	100.00%	99.85%	100.00%	100.00%	100.00%	100.00%	100.00%	99.85%	100.00%
417	1	1	0	1	0	0.5289	0.4711	0.2000	0.8000	0.4983	0.3200	0.4711	0.2000	0.4711	0.2000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.4711	0.8000	5.79%	60.00%	0.33%	36.00%	5.79%	60.00%	100.00%	-100.00%	100.00%	-100.00%	5.79%	-60.00%
418	1	0	0	0	0	0.0132	0.9868	0.0000	1.0000	0.0260	0.0000	0.0132	0.0000	0.0132	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9868	1.0000	97.36%	100.00%	94.79%	100.00%	97.36%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.36%	-100.00%
419	0	0	0	0	0	0.0516	0.9484	0.0000	1.0000	0.0978	0.0000	0.0516	0.0000	0.0516	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0516	0.0000	89.69%	100.00%	80.44%	100.00%	89.69%	100.00%	100.00%	100.00%	100.00%	100.00%	89.69%	100.00%
42	1	1	0	1	0	0.7546	0.2454	0.4000	0.6000	0.3704	0.4800	0.2454	0.4000	0.2454	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2454	0.6000	50.92%	20.00%	25.93%	4.00%	50.92%	20.00%	100.00%	-100.00%	100.00%	-100.00%	50.92%	-20.00%
420	1	0	0	0	0	0.0060	0.9941	0.0000	1.0000	0.0118	0.0000	0.0060	0.0000	0.0060	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9941	1.0000	98.81%	100.00%	97.63%	100.00%	98.81%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-98.81%	-100.00%
421	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0000	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	100.00%	60.00%	100.00%	36.00%	100.00%	60.00%	100.00%	100.00%	100.00%	100.00%	100.00%	60.00%
422	0	0	0	0	0	0.0612	0.9388	0.0000	1.0000	0.1150	0.0000	0.0612	0.0000	0.0612	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0612	0.0000	87.75%	100.00%	77.00%	100.00%	87.75%	100.00%	100.00%	100.00%	100.00%	100.00%	87.75%	100.00%
423	0	0	0	0	0	0.0514	0.9486	0.0000	1.0000	0.0975	0.0000	0.0514	0.0000	0.0514	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0514	0.0000	89.72%	100.00%	80.49%	100.00%	89.72%	100.00%	100.00%	100.00%	100.00%	100.00%	89.72%	100.00%
424	1	0	0	0	0	0.0832	0.9168	0.2000	0.8000	0.1526	0.3200	0.0832	0.2000	0.0832	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9168	0.8000	83.36%	60.00%	69.48%	36.00%	83.36%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-83.36%	-60.00%
425	1	0	0	0	0	0.0030	0.9970	0.0000	1.0000	0.0060	0.0000	0.0030	0.0000	0.0030	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9970	1.0000	99.40%	100.00%	98.80%	100.00%	99.40%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-99.40%	-100.00%
426	1	0	0	0	0	0.1974	0.8026	0.2000	0.8000	0.3169	0.3200	0.1974	0.2000	0.1974	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8026	0.8000	60.51%	60.00%	36.62%	36.00%	60.51%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-60.51%	-60.00%
427	0	0	0	0	0	0.0026	0.9974	0.0000	1.0000	0.0051	0.0000	0.0026	0.0000	0.0026	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0026	0.0000	99.49%	100.00%	98.97%	100.00%	99.49%	100.00%	100.00%	100.00%	100.00%	100.00%	99.49%	100.00%
428	0	0	0	0	0	0.0438	0.9562	0.0000	1.0000	0.0838	0.0000	0.0438	0.0000	0.0438	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0438	0.0000	91.24%	100.00%	83.24%	100.00%	91.24%	100.00%	100.00%	100.00%	100.00%	100.00%	91.24%	100.00%
429	1	0	0	0	0	0.0409	0.9591	0.0000	1.0000	0.0785	0.0000	0.0409	0.0000	0.0409	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9591	1.0000	91.82%	100.00%	84.31%	100.00%	91.82%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-91.82%	-100.00%
43	1	1	1	1	1	0.9971	0.0029	0.6000	0.4000	0.0058	0.4800	0.0029	0.4000	0.0029	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0029	0.4000	99.42%	20.00%	98.84%	4.00%	99.42%	20.00%	100.00%	100.00%	100.00%	100.00%	99.42%	20.00%
430	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
431	1	0	0	0	0	0.1702	0.8298	0.2000	0.8000	0.2824	0.3200	0.1702	0.2000	0.1702	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8298	0.8000	65.97%	60.00%	43.52%	36.00%	65.97%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-65.97%	-60.00%
432	1	1	1	1	1	1.0000	0.0001	1.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.99%	100.00%	99.98%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
433	1	1	1	1	1	0.9551	0.0449	0.6000	0.4000	0.0858	0.4800	0.0449	0.4000	0.0449	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0449	0.4000	91.01%	20.00%	82.83%	4.00%	91.01%	20.00%	100.00%	100.00%	100.00%	100.00%	91.01%	20.00%
434	0	0	0	0	0	0.0808	0.9192	0.0000	1.0000	0.1485	0.0000	0.0808	0.0000	0.0808	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0808	0.0000	83.84%	100.00%	70.29%	100.00%	83.84%	100.00%	100.00%	100.00%	100.00%	100.00%	83.84%	100.00%
435	1	1	1	1	1	0.9875	0.0125	0.8000	0.2000	0.0247	0.3200	0.0125	0.2000	0.0125	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0125	0.2000	97.50%	60.00%	95.05%	36.00%	97.50%	60.00%	100.00%	100.00%	100.00%	100.00%	97.50%	60.00%
436	0	0	0	0	0	0.0378	0.9622	0.0000	1.0000	0.0727	0.0000	0.0378	0.0000	0.0378	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0378	0.0000	92.44%	100.00%	85.46%	100.00%	92.44%	100.00%	100.00%	100.00%	100.00%	100.00%	92.44%	100.00%
437	1	0	0	0	0	0.0256	0.9744	0.0000	1.0000	0.0499	0.0000	0.0256	0.0000	0.0256	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9744	1.0000	94.88%	100.00%	90.03%	100.00%	94.88%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-94.88%	-100.00%
438	1	0	0	0	0	0.1210	0.8790	0.2000	0.8000	0.2127	0.3200	0.1210	0.2000	0.1210	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8790	0.8000	75.80%	60.00%	57.45%	36.00%	75.80%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-75.80%	-60.00%
439	1	0	0	0	0	0.0727	0.9273	0.0000	1.0000	0.1348	0.0000	0.0727	0.0000	0.0727	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9273	1.0000	85.46%	100.00%	73.03%	100.00%	85.46%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-85.46%	-100.00%
44	1	1	1	1	1	0.8487	0.1513	0.6000	0.4000	0.2568	0.4800	0.1513	0.4000	0.1513	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1513	0.4000	69.75%	20.00%	48.65%	4.00%	69.75%	20.00%	100.00%	100.00%	100.00%	100.00%	69.75%	20.00%
440	0	0	0	0	0	0.0087	0.9913	0.0000	1.0000	0.0172	0.0000	0.0087	0.0000	0.0087	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0087	0.0000	98.26%	100.00%	96.55%	100.00%	98.26%	100.00%	100.00%	100.00%	100.00%	100.00%	98.26%	100.00%
441	1	1	1	1	1	0.9999	0.0001	0.8000	0.2000	0.0001	0.3200	0.0001	0.2000	0.0001	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.2000	99.99%	60.00%	99.98%	36.00%	99.99%	60.00%	100.00%	100.00%	100.00%	100.00%	99.99%	60.00%
442	1	1	1	1	1	0.9668	0.0332	0.8000	0.2000	0.0642	0.3200	0.0332	0.2000	0.0332	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0332	0.2000	93.36%	60.00%	87.17%	36.00%	93.36%	60.00%	100.00%	100.00%	100.00%	100.00%	93.36%	60.00%
443	0	0	0	0	0	0.0279	0.9722	0.0000	1.0000	0.0541	0.0000	0.0279	0.0000	0.0279	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0279	0.0000	94.43%	100.00%	89.17%	100.00%	94.43%	100.00%	100.00%	100.00%	100.00%	100.00%	94.43%	100.00%
444	0	1	0	1	0	0.6343	0.3657	0.2000	0.8000	0.4639	0.3200	0.3657	0.2000	0.3657	0.2000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.6343	0.2000	26.86%	60.00%	7.21%	36.00%	26.86%	60.00%	-100.00%	100.00%	-100.00%	100.00%	-26.86%	60.00%
445	0	0	0	0	0	0.0727	0.9273	0.0000	1.0000	0.1348	0.0000	0.0727	0.0000	0.0727	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0727	0.0000	85.47%	100.00%	73.04%	100.00%	85.47%	100.00%	100.00%	100.00%	100.00%	100.00%	85.47%	100.00%
446	1	0	0	0	0	0.1745	0.8256	0.2000	0.8000	0.2880	0.3200	0.1745	0.2000	0.1745	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8256	0.8000	65.11%	60.00%	42.39%	36.00%	65.11%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-65.11%	-60.00%
447	0	1	0	1	0	0.7029	0.2971	0.4000	0.6000	0.4177	0.4800	0.2971	0.4000	0.2971	0.4000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.7029	0.4000	40.58%	20.00%	16.47%	4.00%	40.58%	20.00%	-100.00%	100.00%	-100.00%	100.00%	-40.58%	20.00%
448	0	0	0	0	0	0.3831	0.6169	0.2000	0.8000	0.4727	0.3200	0.3831	0.2000	0.3831	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3831	0.2000	23.39%	60.00%	5.47%	36.00%	23.39%	60.00%	100.00%	100.00%	100.00%	100.00%	23.39%	60.00%
449	1	0	0	0	0	0.1660	0.8340	0.2000	0.8000	0.2769	0.3200	0.1660	0.2000	0.1660	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8340	0.8000	66.80%	60.00%	44.63%	36.00%	66.80%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-66.80%	-60.00%
45	1	0	0	0	0	0.3083	0.6917	0.2000	0.8000	0.4265	0.3200	0.3083	0.2000	0.3083	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.6917	0.8000	38.34%	60.00%	14.70%	36.00%	38.34%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-38.34%	-60.00%
450	0	0	0	0	0	0.2016	0.7984	0.2000	0.8000	0.3219	0.3200	0.2016	0.2000	0.2016	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2016	0.2000	59.68%	60.00%	35.62%	36.00%	59.68%	60.00%	100.00%	100.00%	100.00%	100.00%	59.68%	60.00%
451	1	0	0	0	0	0.0910	0.9090	0.0000	1.0000	0.1655	0.0000	0.0910	0.0000	0.0910	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9090	1.0000	81.79%	100.00%	66.90%	100.00%	81.79%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-81.79%	-100.00%
452	0	0	0	0	0	0.0087	0.9913	0.0000	1.0000	0.0173	0.0000	0.0087	0.0000	0.0087	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0087	0.0000	98.25%	100.00%	96.53%	100.00%	98.25%	100.00%	100.00%	100.00%	100.00%	100.00%	98.25%	100.00%
453	0	0	0	0	0	0.0433	0.9567	0.0000	1.0000	0.0829	0.0000	0.0433	0.0000	0.0433	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0433	0.0000	91.33%	100.00%	83.42%	100.00%	91.33%	100.00%	100.00%	100.00%	100.00%	100.00%	91.33%	100.00%
454	0	0	0	0	0	0.0101	0.9899	0.0000	1.0000	0.0200	0.0000	0.0101	0.0000	0.0101	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0101	0.0000	97.98%	100.00%	96.01%	100.00%	97.98%	100.00%	100.00%	100.00%	100.00%	100.00%	97.98%	100.00%
455	0	0	0	0	0	0.0348	0.9652	0.0000	1.0000	0.0671	0.0000	0.0348	0.0000	0.0348	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0348	0.0000	93.04%	100.00%	86.57%	100.00%	93.04%	100.00%	100.00%	100.00%	100.00%	100.00%	93.04%	100.00%
456	0	0	0	0	0	0.0225	0.9775	0.0000	1.0000	0.0440	0.0000	0.0225	0.0000	0.0225	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0225	0.0000	95.50%	100.00%	91.20%	100.00%	95.50%	100.00%	100.00%	100.00%	100.00%	100.00%	95.50%	100.00%
457	1	1	1	1	1	0.9735	0.0265	0.6000	0.4000	0.0516	0.4800	0.0265	0.4000	0.0265	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0265	0.4000	94.70%	20.00%	89.68%	4.00%	94.70%	20.00%	100.00%	100.00%	100.00%	100.00%	94.70%	20.00%
458	1	1	1	1	1	0.6775	0.3225	0.6000	0.4000	0.4370	0.4800	0.3225	0.4000	0.3225	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3225	0.4000	35.50%	20.00%	12.60%	4.00%	35.50%	20.00%	100.00%	100.00%	100.00%	100.00%	35.50%	20.00%
459	1	1	0	1	0	0.7197	0.2803	0.2000	0.8000	0.4035	0.3200	0.2803	0.2000	0.2803	0.2000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2803	0.8000	43.94%	60.00%	19.31%	36.00%	43.94%	60.00%	100.00%	-100.00%	100.00%	-100.00%	43.94%	-60.00%
46	0	0	0	0	0	0.1208	0.8792	0.0000	1.0000	0.2124	0.0000	0.1208	0.0000	0.1208	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1208	0.0000	75.84%	100.00%	57.51%	100.00%	75.84%	100.00%	100.00%	100.00%	100.00%	100.00%	75.84%	100.00%
460	1	1	1	1	1	0.9991	0.0009	1.0000	0.0000	0.0017	0.0000	0.0009	0.0000	0.0009	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	99.83%	100.00%	99.65%	100.00%	99.83%	100.00%	100.00%	100.00%	100.00%	100.00%	99.83%	100.00%
461	0	0	0	0	0	0.3160	0.6840	0.2000	0.8000	0.4323	0.3200	0.3160	0.2000	0.3160	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3160	0.2000	36.79%	60.00%	13.54%	36.00%	36.79%	60.00%	100.00%	100.00%	100.00%	100.00%	36.79%	60.00%
462	1	1	0	1	0	0.5980	0.4020	0.2000	0.8000	0.4808	0.3200	0.4020	0.2000	0.4020	0.2000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.4020	0.8000	19.60%	60.00%	3.84%	36.00%	19.60%	60.00%	100.00%	-100.00%	100.00%	-100.00%	19.60%	-60.00%
463	1	1	0	1	0	0.8202	0.1798	0.4000	0.6000	0.2950	0.4800	0.1798	0.4000	0.1798	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.1798	0.6000	64.04%	20.00%	41.01%	4.00%	64.04%	20.00%	100.00%	-100.00%	100.00%	-100.00%	64.04%	-20.00%
464	1	1	1	1	1	0.9953	0.0047	0.6000	0.4000	0.0094	0.4800	0.0047	0.4000	0.0047	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0047	0.4000	99.06%	20.00%	98.12%	4.00%	99.06%	20.00%	100.00%	100.00%	100.00%	100.00%	99.06%	20.00%
465	0	0	0	0	0	0.0241	0.9759	0.0000	1.0000	0.0471	0.0000	0.0241	0.0000	0.0241	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0241	0.0000	95.18%	100.00%	90.59%	100.00%	95.18%	100.00%	100.00%	100.00%	100.00%	100.00%	95.18%	100.00%
466	0	0	0	0	0	0.1542	0.8459	0.2000	0.8000	0.2608	0.3200	0.1542	0.2000	0.1542	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1542	0.2000	69.17%	60.00%	47.84%	36.00%	69.17%	60.00%	100.00%	100.00%	100.00%	100.00%	69.17%	60.00%
467	1	0	0	0	0	0.4172	0.5828	0.4000	0.6000	0.4863	0.4800	0.4172	0.4000	0.4172	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5828	0.6000	16.56%	20.00%	2.74%	4.00%	16.56%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-16.56%	-20.00%
468	1	1	1	1	1	0.9724	0.0276	0.6000	0.4000	0.0537	0.4800	0.0276	0.4000	0.0276	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0276	0.4000	94.48%	20.00%	89.27%	4.00%	94.48%	20.00%	100.00%	100.00%	100.00%	100.00%	94.48%	20.00%
469	1	1	1	1	1	0.9992	0.0008	0.8000	0.2000	0.0015	0.3200	0.0008	0.2000	0.0008	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0008	0.2000	99.85%	60.00%	99.70%	36.00%	99.85%	60.00%	100.00%	100.00%	100.00%	100.00%	99.85%	60.00%
47	0	0	0	0	0	0.0435	0.9565	0.0000	1.0000	0.0832	0.0000	0.0435	0.0000	0.0435	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0435	0.0000	91.31%	100.00%	83.37%	100.00%	91.31%	100.00%	100.00%	100.00%	100.00%	100.00%	91.31%	100.00%
470	0	0	0	0	0	0.0450	0.9550	0.0000	1.0000	0.0860	0.0000	0.0450	0.0000	0.0450	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0450	0.0000	91.00%	100.00%	82.81%	100.00%	91.00%	100.00%	100.00%	100.00%	100.00%	100.00%	91.00%	100.00%
471	1	1	1	1	1	0.9345	0.0655	0.6000	0.4000	0.1225	0.4800	0.0655	0.4000	0.0655	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0655	0.4000	86.89%	20.00%	75.51%	4.00%	86.89%	20.00%	100.00%	100.00%	100.00%	100.00%	86.89%	20.00%
472	1	1	1	1	1	0.9998	0.0002	0.8000	0.2000	0.0004	0.3200	0.0002	0.2000	0.0002	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0002	0.2000	99.96%	60.00%	99.93%	36.00%	99.96%	60.00%	100.00%	100.00%	100.00%	100.00%	99.96%	60.00%
473	1	0	0	0	0	0.0774	0.9226	0.0000	1.0000	0.1429	0.0000	0.0774	0.0000	0.0774	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9226	1.0000	84.51%	100.00%	71.43%	100.00%	84.51%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-84.51%	-100.00%
474	0	0	0	0	0	0.0358	0.9642	0.0000	1.0000	0.0691	0.0000	0.0358	0.0000	0.0358	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0358	0.0000	92.84%	100.00%	86.19%	100.00%	92.84%	100.00%	100.00%	100.00%	100.00%	100.00%	92.84%	100.00%
475	1	1	1	1	1	0.9984	0.0016	0.6000	0.4000	0.0033	0.4800	0.0016	0.4000	0.0016	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0016	0.4000	99.67%	20.00%	99.35%	4.00%	99.67%	20.00%	100.00%	100.00%	100.00%	100.00%	99.67%	20.00%
476	1	1	1	1	1	0.9984	0.0016	0.8000	0.2000	0.0031	0.3200	0.0016	0.2000	0.0016	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0016	0.2000	99.69%	60.00%	99.37%	36.00%	99.69%	60.00%	100.00%	100.00%	100.00%	100.00%	99.69%	60.00%
477	1	1	1	1	1	0.9902	0.0098	0.8000	0.2000	0.0194	0.3200	0.0098	0.2000	0.0098	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0098	0.2000	98.04%	60.00%	96.13%	36.00%	98.04%	60.00%	100.00%	100.00%	100.00%	100.00%	98.04%	60.00%
